index,Gene,MSE,r2,pearson_correlation
3253,PCOLCE,0.012931961051312228,-0.16798447122429594,0.04995003186820909
3254,FBXO24,0.011737211216455394,-0.16373712664758266,0.026833201796461224
3255,PPP1R17,0.008786500356351094,-0.21913466875749932,-0.030504944790017533
3256,RBM28,0.053624173699704646,-0.051194035148270034,0.0942069659052413
3257,USP42,0.013169316439007638,-0.08197417685464758,0.07689196896949842
3258,IMPDH1,0.04524320974906278,-0.06302168113888973,0.04877012707394271
3259,AGFG2,0.011351013009452203,-0.019984081432002698,0.22405418829150514
3260,LSM5,0.07470346524835249,0.045433350187463306,0.2850843071829243
3261,SERPINE1,0.00932880558432724,-0.20681080177536937,-0.016642034265892967
3262,AP1S1,0.015158072572838688,-0.12390070209404103,0.052722842041030706
3263,MOGAT3,0.00910942056236695,-0.12842131177898652,0.07361483699193326
3264,C1GALT1,0.012501999855582282,-0.11856028449435962,0.06444190114658713
3265,PLOD3,0.014569796032837666,-0.15967504597895643,0.0029802509649435632
3266,RPA3,0.10322510674578378,-0.07116309356812756,0.09200622283292603
3267,ZNHIT1,0.04558429171429106,-0.008485616249390038,0.18933993162617832
3268,CLDN15,0.008600566691570981,-0.19225771991623364,0.03747739154850767
3270,GLCCI1,0.015745232104122337,-0.19021686908778346,-0.030118934014795113
3271,MYL10,0.008358033484006053,-0.2501455510259447,0.06646203962672526
3272,PHF14,0.013253418755126234,-0.28382141745486167,-0.05975533084581638
3273,NRF1,0.043292248513568284,-0.058557965161213144,0.10628966863141591
3274,TMEM106B,0.015364369180563017,-0.18337948529713843,-0.01376991356660501
3275,EZH2,0.043907239210279295,0.15813107216172484,0.4303781190265753
3276,CEP41,0.013876686548358434,-0.11059697151929337,-0.0012557018132537151
3277,ZNF862,0.01614082521603033,-0.014271546043031158,0.16855553855721872
3278,SFRP4,0.01046791706057873,-0.06792625832706589,0.12319568754798318
3279,MEST,0.013303897450450053,-0.2464569831325012,-0.09731557586700865
3280,MEOX2,0.01051464586199413,-0.12515184416183844,0.11594768178090938
3281,ANKMY2,0.028475713749479582,-0.09571531436882053,0.036027027008649334
3282,ACTR3C,0.02627804621843408,-0.08217969407135461,0.04386996270995498
3283,POU6F2,0.010493698495159541,-0.14993730396236704,-0.0126890883743073
3284,TSPAN13,0.01039669940996987,-0.19944281456123325,0.040916992448643524
3285,RARRES2,0.0280767416643632,-0.09472502347867029,0.06034420710442677
3286,AGR2,0.015271445688548537,-0.14968637849995292,0.08084797429491505
3287,AHR,0.0784650971806436,0.004835218213183445,0.16762824666027604
3288,CHCHD3,0.029224655794471862,0.002947653022389529,0.2663334534210019
3289,GIMAP2,0.006832079417756006,-0.09250507455514945,0.08160242890054506
3290,TMEM176B,0.01041558380847155,-0.07228789326462204,0.07188643799025829
3291,GLI3,0.010206385380176897,-0.009494247140124035,0.1675514657070852
3292,PSMA2,0.1767017846238283,-0.09248340440288305,0.09551860084231939
3293,MRPL32,0.04598351868388386,-0.0606850755928221,0.1923869107962674
3294,COA1,0.014526961574127835,-0.155210860868491,0.026522189826155573
3295,BLVRA,0.009337647254860082,-0.1190502375176361,0.05396480985833621
3296,URGCP,0.011325757388379444,-0.12728612295147856,0.061706618065680285
3297,TMEM248,0.01242564608339589,-0.10949904282591683,0.039325928284148985
3298,RHEB,0.06733772192821956,0.03026881598606812,0.24368950366750786
3299,PRKAG2,0.02292244222312889,-0.06655755961563914,0.0699980160774756
3300,AEBP1,0.010105402315622626,-0.10842664617699738,0.16089247527316916
3301,POLD2,0.06076056152748331,-0.060741136202377755,0.03953044065897443
3302,MYL7,0.012556158429137182,-0.18004824993631985,-0.09163854808322702
3303,GCK,0.008207433218550969,-0.12071566663281397,0.07854411377635671
3304,BCL7B,0.013425086885075162,-0.16969432344980917,0.0027949811918744384
3305,YKT6,0.08653103090026815,-0.036093091459866056,0.1440194571048215
3306,TBL2,0.011678271096100413,-0.13885903360912666,0.056708234969258635
3307,GALNTL5,0.013291863755377633,-0.18885136787790469,-0.03765721176749794
3308,CLIP2,0.01230459580503748,-0.17663272931860452,-0.018123670001233484
3309,EIF4H,0.025088790239911903,-0.023829125804279983,0.1302230587150022
3310,LIMK1,0.0147231174205,-0.16199286122677514,0.009390952941620795
3311,SPATA6L,0.017538011072600376,-0.1603514121297418,-0.05373563004345475
3312,SLC1A1,0.01133147895934136,-0.1462184357647256,0.05251891547323491
3313,LHX2,0.015020720509807175,-0.11306264222043194,-0.005728896791406441
3314,FKTN,0.03492514517590435,-0.11675987620974637,-0.03871330495429911
3315,FSD1L,0.012585128368850408,-0.15165729766996594,0.07977076153039006
3316,CNTNAP3,0.0185679058496796,-0.027931127722117477,0.1817523167836402
3317,SPIN1,0.016292638952746363,-0.11809961016297366,0.0683761307602786
3318,NMRK1,0.01025334344360843,-0.11587240566195267,0.056176152234012934
3319,TMEM245,0.012317799941735085,-0.1110776782710925,0.0203785286382549
3320,PRUNE2,0.01377228695334066,-0.0966865971368922,0.05245717241006744
3321,MEGF9,0.008294722568398664,-0.03656988301841957,0.1732592456308737
3322,TRIM14,0.008923782517480041,-0.052302599081208934,0.16884464964143625
3323,CORO2A,0.020736203492430102,-0.061622247368436245,0.0892511861581849
3324,TGFBR1,0.05891158149852478,-0.06190555141111398,0.05821056024270682
3325,SEC61B,0.0470995878434552,-0.04514495686407516,0.10273510476936282
3326,C5,0.0071184475314909216,-0.2591848891890103,-0.11811425425412761
3327,OGN,0.008698338643158283,-0.16090563885701847,0.02321965424095374
3329,ECM2,0.012087219580105654,-0.11658382690176561,0.07376020092095195
3330,TLE4,0.016064344573346472,-0.08829086289894605,0.09794037381696999
3331,LHX6,0.009636807890771914,-0.1331906897270294,0.0301713317049669
3332,PTGR1,0.01430557761544539,-0.11933976890389464,0.005408765622903243
3333,SUSD1,0.007920117797023476,-0.1485732429720632,0.036199197483431214
3334,AMBP,0.022792667421073092,-0.05456396928992158,0.06805385301461198
3335,AKNA,0.01072182577799693,-0.18179192084104212,-0.07322862174175529
3336,TNFSF8,0.007359319061991715,-0.012266522170181648,0.18056292829848958
3337,DNM1,0.02330137457325343,-0.13873831292762762,0.017244338294535068
3338,ENG,0.009640334156588172,-0.2073387080686746,-0.008920884865879046
3339,AK1,0.01334028952963368,-0.06834373763887047,0.11183286601295173
3340,CDC37L1,0.017238724497112928,-0.120068508232126,-0.013694726992301665
3341,RLN1,0.008206560887321445,-0.06928256813203437,0.09539722050572405
3342,PLGRKT,0.009941687543338061,-0.08146416610622031,0.07241514268195504
3343,TBC1D13,0.012931166097944119,-0.16870241201048564,-0.001520551718587654
3344,RIC1,0.20803460241243035,-0.02081961305461033,0.25222485411407525
3345,KDM4C,0.01245674510831065,-0.19870145442219456,0.0850778836838218
3346,DOCK8,0.012356348995328323,-0.2661960710100941,0.06315879070306128
3347,KANK1,0.01019726997488765,-0.07906366988454994,0.08924092407167585
3348,ELAVL2,0.009679939330985389,-0.16278649951677382,-0.015278792179036667
3349,NCS1,0.01214105513546371,-0.0737851110914105,0.09283870433078943
3350,TESK1,0.0147229382193279,-0.15863642822421764,0.0486098188575753
3351,KCNT1,0.01603522724568531,0.005910706624640549,0.20273280788569975
3352,CA9,0.010039441635636566,-0.10916455370708444,0.050527160201705515
3353,FUBP3,0.01367041799694933,-0.063989053834836,0.16950859812485955
3354,TYRP1,0.010197878918564557,-0.10908504537329922,0.08793822347897012
3355,CREB3,0.014957086546722339,-0.14826705909359195,0.043122281005815166
3356,RGP1,0.06824437933602692,-0.1318975749651774,-0.005838772251921119
3357,MPDZ,0.01020623984813609,-0.24397692413131655,-0.018440048578997795
3358,LHX3,0.010513852730746873,-0.22615633246062927,-0.06186195821019684
3359,RIGI,0.01112626609186363,-0.07008635418580922,0.06224878290008066
3360,EDF1,0.020769134050929207,-0.09325384754608979,0.11183939413911799
3361,PIP5K1B,0.011638191301823364,-0.17526819426961526,0.03690619174244726
3362,GLIS3,0.012266598760664996,-0.09976100534072607,0.08753486629185761
3363,BAG1,0.010261219567764912,-0.1448271476785865,0.027442110812834347
3364,RAPGEF1,0.03662440385526762,0.06622652076291946,0.2903183886086182
3365,NPDC1,0.018313324304789026,-0.03020143618341975,0.1319467099319106
3366,APBA1,0.010380524027927303,-0.06350204642718049,0.0736171582987748
3367,SETX,0.021412202277722493,-0.09573153505106502,0.07961118628224959
3368,SH3GL2,0.013957939073878517,-0.0670725849272269,0.10010966675868722
3369,PTGDS,0.012126428347632829,-0.027849268730765875,0.12124279555146138
3370,ABCA2,0.01192156006308545,-0.17787015895484126,0.047383924994159804
3371,SHB,0.025634299766444147,-0.05906149048613152,0.10567182338091821
3372,UBE2R2,0.02756527512843005,-0.2593794132064511,-0.033274683718983414
3373,ABHD17B,0.01301686359016169,-0.0508052082688244,0.10162053574546857
3374,EXOSC3,0.05166647857455907,0.029864515245356493,0.21442205959122831
3375,ZFAND5,0.031066023825130268,-0.10598832307676886,0.08344441947408372
3376,DVL1,0.02204397655918946,-0.13582353722873575,0.014920790566403797
3377,PDLIM1,0.01178799401550149,-0.17651655539601374,0.008657728628303489
3378,CCNJ,0.01281941531933998,-0.16581727641308408,0.015278288286591083
3379,DNTT,0.009475499449489569,-0.11354138098582678,0.06948537695955075
3380,GATA3,0.05758211092118211,-0.04625632918290701,0.07244088138189458
3381,ATRNL1,0.010005460282995735,-0.1529918850132712,0.013866827466838812
3382,HPS1,0.014847672242660905,-0.13425446478962333,0.05034632425374185
3383,PHYH,0.011684298237519652,-0.08159358133987471,0.05242665891782032
3384,RASSF4,0.015023958464214173,-0.1794851585797963,0.022966076379920652
3385,DNMBP,0.009641950389199766,-0.10173382852733637,0.14770813792043905
3386,RAB11FIP2,0.014882475598770314,-0.18739895066439827,0.10078155902201376
3387,CXCL12,0.015741656707764094,-0.05808228454654407,0.1285543797386552
3388,ERLIN1,0.014974383546682193,-0.13050226448629476,-0.010282027960947208
3389,EIF3A,0.08664425944434899,0.034692664594455525,0.23440719425467504
3390,PKD2L1,0.010687122673108538,-0.1714195763624562,0.021304976882712788
3391,CUBN,0.016581683745088477,0.03594576611778144,0.20994417332012816
3392,TRDMT1,0.009677566432809996,-0.1907495617100412,-0.11469264949279098
3393,DDX50,0.01724357299381549,-0.1395794857425785,0.05634611869702227
3394,MAPK8,0.01282629063582926,-0.11315661022981627,0.06353904051243148
3395,SEC23IP,0.023523565702605696,-0.09845027180230392,0.10582807852051279
3396,ATE1,0.014087553168060174,-0.18350103958763508,0.08061985781369006
3397,NSMCE4A,0.0579863946483595,-0.08848850933690677,0.032343752186046126
3398,PLEKHA1,0.019365421854061225,-0.02284674553677357,0.15773041369205643
3399,PALD1,0.009341554624274221,-0.15530109905084344,0.03994960660507976
3400,UNC5B,0.010264128773723707,-0.22737258531361726,0.008632849130830969
3401,CDH23,0.010009750293922075,-0.10746570784817067,-0.012748946440723313
3402,VSIR,0.01006742029263439,-0.18015566132767735,-0.05674174618269779
3403,SPOCK2,0.012781621673579133,-0.1560423616712907,-0.016222006897667462
3404,MICU1,0.015041731106564541,-0.06556795670359294,0.2194624629007978
3405,PPP3CB,0.014136704671135696,-0.03577465645921518,0.07154562180848345
3406,CCSER2,0.0065024585417410375,-0.11346036950246985,0.10189944001560507
3407,BMPR1A,0.03950784519563009,-0.15616863728848696,0.058613182328161505
3408,MINPP1,0.010309966478506438,-0.12815066066262704,0.08265621899316848
3409,ACTA2,0.008487365768227333,-0.1835587035177899,-0.007695742066794993
3410,LIPA,0.009801797715369714,-0.12995313258389785,-0.005317516621342994
3411,TLX1,0.008957928906547211,-0.14839849551617923,0.025371815102922125
3412,TWNK,0.10252943347550887,-0.17724630758189552,0.09130298990275454
3413,LZTS2,0.014011747098852211,-0.13647535998820293,0.04064059939452031
3414,SFXN3,0.010321791886388139,-0.11076623437605293,0.07739658508335473
3415,KAZALD1,0.013918797673378336,-0.17205602928959274,0.0002236373692693554
3416,FBXW4,0.0210163512613961,-0.13318683725279,0.014213084949482094
3417,FGF8,0.008364128166774239,-0.19297096162035587,0.018002074065967072
3418,NPM3,0.021423667750135458,-0.14465420573659848,0.03768366083998071
3419,TNKS2,0.013668261823109219,-0.13785365217255285,0.11090058088802704
3420,PITX3,0.012370182395821494,-0.12212080246264234,0.03409060138721211
3421,GBF1,0.05106279353641479,0.013499458260563868,0.19623025208738779
3422,ARHGAP21,0.01756263951954751,0.028008647660070163,0.2566439528708472
3423,CPEB3,0.009249721726508816,-0.06714225905648252,0.1303817828232546
3424,FBXL15,0.012816304855743855,-0.14709767597954615,-0.02321295841891342
3425,CUEDC2,0.03125810953256956,-0.2143234779551717,-0.08483514053678125
3426,SUFU,0.025009303214552515,-0.093080588752394,0.05496156413220278
3427,ANKRD26,0.011513826165728935,0.03165493709057898,0.27467558174918555
3428,ACBD5,0.030164529258234124,-0.12996023125477763,-0.06323840758120593
3429,LHPP,0.010076829004449213,-0.16182611597995344,-0.11508591526635299
3430,LARP4B,0.021674470998433056,-0.14763148680881266,0.015905792985834576
3431,GTPBP4,0.21027629005002532,-0.041843136232251776,0.11636722752811836
3432,EDRF1,0.01769312870778025,0.07463055084430492,0.29307701455684065
3433,BCCIP,0.03552227914134225,-0.0182483563018232,0.1483305035803301
3434,MTPAP,0.11505852009812181,-0.11813959338660518,0.08146620677165396
3435,NEURL1,0.01579386119577745,-0.12408068912367387,0.04479661027163166
3436,SH3PXD2A,0.022154977918536843,-0.05362589270272067,0.10046500506305543
3437,PITRM1,0.07125278475628122,-0.09056038092286944,0.05999372771529045
3438,STN1,0.0711051386558721,-0.022983222845266216,0.18430276975855878
3439,MAP3K8,0.01249224425936176,-0.1266935239575473,-0.0018765751287394097
3440,DKK1,0.013960996533938388,-0.14285500986468103,0.08248559126974844
3441,EBF3,0.009400146154642294,-0.05847279568294095,0.1837738820806638
3442,GLRX3,0.059294360472093945,-0.013338505483171836,0.17638221550201694
3443,SORCS1,0.00991992186360816,-0.02905397241078167,0.1818281069748723
3444,TASOR2,0.017945729010060016,-0.14304528947488482,-0.006787282936475884
3445,XPNPEP1,0.014172340088764696,-0.009424850362532267,0.19570952937495892
3446,SMC3,0.08894460421395402,-0.09903306332929973,-0.017698751296887222
3447,SHOC2,0.07058248077618016,-0.03573234775060752,0.12453059820347777
3448,TFAM,0.06751878785828933,-0.032563087789549305,0.18602868470089434
3449,CCDC6,0.06632933431358673,-0.039500216639829944,0.16646222815965292
3450,CUL2,0.09897741840255318,-0.020511382856052585,0.14615217196631836
3451,CCNY,0.010518065459430103,-0.10150406158391867,0.0671447506951907
3452,UBE2S,0.07228093238205342,-0.1552766262116998,-0.07351595307400653
3453,RPL28,0.07670721016978142,-0.0013832955737935748,0.18080892965681997
3454,ZMIZ1,0.0392719643093669,-0.09027641474963266,0.04816892992884933
3455,DNAJC12,0.011406341665882837,-0.17890689183690656,0.005574214073447875
3456,PPIF,0.011091051655863505,-0.19097680553817908,0.022760493706991902
3457,PBLD,0.015275791611419483,-0.2398748535385593,-0.07944189649644898
3458,TSPAN14,0.012045314781197948,-0.052570093342563906,0.11000058620930164
3459,LGI1,0.01835778525661004,-0.10365470415694356,0.02692153595749937
3460,TBC1D12,0.011609899216972771,-0.018659662653694786,0.17512092353982053
3461,CYP2C18,0.014079887962765979,-0.04876455853714812,0.10243646338304345
3462,KRT23,0.015055240406375207,-0.1288336624744939,0.03845761813329191
3463,CRYBA1,0.01859948915189452,-0.08918553565672838,0.10101561397955683
3464,NUFIP2,0.029763723989953497,-0.14252183828816545,0.020297897948446088
3465,GIT1,0.014064782048656094,-0.1294795005040006,0.05052783976106218
3466,RPL19,0.10507250973319908,-0.05024993923398391,0.13185299956561053
3467,FBXL20,0.012492732836430733,-0.2138469171960926,-0.09466048286530314
3468,RUNDC3A,0.011239640204625704,-0.2161483512583462,0.0007384591100903313
3469,UBTF,0.11440636223105127,-0.0316428423974342,0.17464303192441913
3470,CSF3,0.01134968568212155,-0.07102168480645776,0.13268299677660836
3471,PSMD3,0.13070443487926928,-0.04551148942991934,0.07082655329611054
3472,CASC3,0.058381431044758327,-0.007108993340956715,0.15351586703885498
3473,RAPGEFL1,0.022189916234508823,-0.021592765085785892,0.1682222894626609
3474,RGS9,0.012676306758803954,-0.2304618282136106,-0.12459357669085562
3475,RNF43,0.01409995175876221,-0.3652369699092375,-0.14505479295882032
3476,WNT3,0.010343994824352222,-0.16661163430072956,0.054522532287894596
3477,ASPA,0.007032268606250949,-0.08646583589431178,0.05890360765233502
3478,RAD51C,0.052906178348291685,-0.13585321828942631,-0.025543962463352863
3479,SEPTIN4,0.012001748606162002,-0.1521809543115633,0.021669140162502726
3480,MTMR4,0.016669426471435145,-0.08111749164350512,0.10596560964171883
3481,TRIM37,0.06394819553433714,-0.010006177079839862,0.18588993126085426
3482,P2RX1,0.016561522576336085,-0.053086028456214907,0.1374905551812405
3483,DHX40,0.015198364872361392,-0.09418203667123937,0.05739912406533507
3484,KRT37,0.009641079300939687,-0.08448183168424328,0.02540828078682612
3485,TUBD1,0.05279060275003444,-0.05801483324233936,0.13506606602794313
3486,KPNB1,0.1425975214247713,-0.05710653064905147,0.04104739102907496
3487,GOSR2,0.08280741559667437,-0.06000622935017774,0.08648550394454588
3488,PNPO,0.011823933285682332,-0.17562097804902255,0.0027437491540305424
3489,RPS6KB1,0.017767036797314433,-0.09497837333088888,0.09484380683273815
3490,CDK5RAP3,0.02773467182880691,0.04696419287871467,0.24726053530196032
3491,CBX1,0.027599447637687975,-0.05397389483226833,0.062021795387601227
3492,RECQL5,0.0144923703555738,-0.0024470618476464256,0.17164858296474467
3493,PIGL,0.026739042321065803,-0.1469231533027744,0.04176974287864354
3494,GALK1,0.01790754405542838,-0.20607267287049935,-0.06912665413073324
3495,INTS2,0.03145602848078315,-0.18735069986496788,-0.08024740643389473
3496,CAMTA2,0.009899252544910931,-0.12757338667563944,0.0750764219070046
3497,MED13,0.058869697474823686,0.00617635107110992,0.23646084876797663
3498,HOXB6,0.012293669769050938,-0.07116034210839217,0.09693741659173981
3499,ENO3,0.015701701566139106,-0.15127270916350866,0.04780443540172262
3500,PFN1,0.16819684777210916,0.03938281084692563,0.2945834866816758
3501,RNF167,0.010682585282820033,-0.17422541406084324,-0.029457695431476343
3502,SLC25A11,0.013039726054198014,-0.09345462352126876,0.03735405347997736
3503,RASD1,0.01139885632222849,-0.022693647317258092,0.18976900657831192
3504,CHRNE,0.012326110497746111,-0.0964574756107921,0.08790036440537764
3505,RAI1,0.016265761298173045,-0.038844682996841406,0.11384413430480346
3506,NUP88,0.07656851081179498,-0.11021735345074868,-0.015243858481863774
3507,C1QBP,0.05638865601364002,-0.07280606787317412,0.08095738400282432
3508,SLC6A4,0.015315151961303168,-0.05511679144535164,0.07777741005698627
3509,BLMH,0.01759171754255676,-0.17311464254967945,0.04753907592592122
3510,CPD,0.03291368823248247,0.020703381275669286,0.224251972409796
3511,GOSR1,0.018412431100102114,-0.20125547357365048,-0.026368606443810526
3512,CCDC47,0.016312617329121478,0.15426158919627964,0.40530943624335053
3513,MED31,0.045030893647646154,-0.10611453149368733,0.028975076651594673
3514,DRG2,0.01632602589634413,-0.16415191239652116,0.04664141704787242
3515,FTSJ3,0.03984731487088601,-0.05231232966583432,0.09082392783422436
3516,AKAP10,0.016408798385966997,-0.11874388881670672,0.057980194928703606
3517,ALDH3A1,0.010464393982852992,-0.11345800289637475,0.08689591093516635
3518,SMARCD2,0.02682641210845159,-0.08227276405706707,0.11668248355524734
3519,ICAM2,0.008298640160695417,-0.14891560999102627,0.019231029718642812
3520,SYNGR2,0.017730723367284373,-0.10252692722676904,0.08326346159478049
3521,B9D1,0.015464825220695123,-0.09749129355544572,0.08851881720818289
3522,UTP6,0.042334783367160414,-0.08273084491994598,0.06608194872459643
3523,DDX5,0.08540030184651519,-0.1507551079416536,-0.021313298767845275
3524,C17orf75,0.0186235585983757,-0.12168925934880881,-0.03128762294543519
3525,CYTH1,0.01370117054995286,-0.014042710362237587,0.20447226395643253
3526,PSMD11,0.13027031273506767,-0.04635356591938122,0.07855318659572615
3527,LGALS3BP,0.018212698309928554,-0.10053695182706424,0.056667439524862424
3528,ASIC2,0.012017600052251066,-0.18301856438114972,0.017162379923707054
3529,CCL7,0.01701851895035273,-0.1461975673905649,-0.0007072236973456454
3530,CCL2,0.007502260001896949,-0.1484883290374026,0.028852998876999027
3531,CCL8,0.007651223205503649,-0.1994425460469007,0.057145116644951435
3532,CCL1,0.014557644582297032,-0.03551201041669172,0.1154588284070553
3533,PEX12,0.02333332963118495,-0.025994549114966015,0.187894812720126
3534,KRT32,0.014705115749686238,-0.05485429302661693,0.13534940384401226
3535,DHX58,0.01496131142174498,-0.05907654255261052,0.05967973423450904
3536,KAT2A,0.03458112478265292,-0.13776338255277376,0.02796084579231971
3537,RAB5C,0.03385067653816184,-0.003422450685738765,0.16703780239963473
3538,NAGLU,0.016473708679261744,-0.031752759041723255,0.1400936984378484
3539,HSD17B1,0.013296589628927899,-0.08278925730906495,0.14307443351906826
3540,MLX,0.042024079992687785,-0.16617055198695474,-0.023138317522119325
3541,CNTNAP1,0.01391564733095324,-0.09371084020914,0.0890425913642676
3542,ABI3,0.012095293898781131,-0.14878454880528613,0.03199088637945157
3543,EZH1,0.009069694913719088,-0.17734646485349526,0.04128863158530758
3544,DLX4,0.016299321545176167,-0.19937572028478923,-0.030336454939175667
3546,COL1A1,0.01585429854275869,-0.053169225989469604,0.11821573443309395
3547,SGCA,0.0206680160395503,-0.15733648451293725,0.017492129262817846
3548,AARSD1,0.015722197966314678,-0.27467300126750804,-0.06720794842706497
3549,MRPL27,0.046789329037128624,-0.1108700559701663,0.06209459154541475
3550,VAT1,0.012242625934871656,-0.08258055737452463,0.09378274696007301
3551,LRRC59,0.015643467484446043,-0.11412674622331243,0.11012359619593134
3552,RND2,0.013998012680599208,-0.04689549244087998,0.16960355556646822
3553,ALOX12,0.014514607314573831,-0.11455858401712571,0.05906662936944956
3554,HDAC5,0.012399253380091844,-0.07059185061514217,0.10966262761856699
3555,ABCC3,0.010330505846590184,0.06878045169720737,0.2927310725653323
3556,LUC7L3,0.1370968984954528,-0.08384467647570237,0.033171465438487674
3557,PPY,0.021341813594657165,-0.04347680050818603,0.09983285365680897
3558,MPP2,0.016125294426058687,-0.13734829968678364,0.09160660006456803
3559,SMURF2,0.027670903444754844,-0.08109288411827786,0.05602295717589755
3560,DUSP3,0.029568146486633893,-0.08406566502358359,0.11859958877838603
3561,CACNG1,0.01498709289855807,-0.07882880977186923,0.12238964378451712
3562,EFTUD2,0.08922527803330213,-0.10016251540238685,-0.007256477631592846
3563,HLF,0.01172522789976515,-0.14049108053139392,0.028286707263935822
3564,SLC16A6,0.009889211617825947,-0.09994119318449513,0.10949583429496035
3565,PRKAR1A,0.05478128979790197,0.17167417215410175,0.43225050727668707
3566,EFNB3,0.011265071324714493,-0.0919835801189397,0.047811965716537515
3567,FAM20A,0.01691017941039449,-0.2079083844647207,-0.05207953880708052
3568,YWHAE,0.05236451022006204,-0.12249175677929736,0.0519389348782509
3569,MMD,0.01438451657823529,0.021034572437369947,0.26613541322924966
3570,RANGRF,0.010823462871716528,-0.1477148696724977,0.05541787206305148
3571,DPH1,0.04904238797320814,-0.09012537182239821,0.06398281760561084
3572,MAP2K6,0.00845013133156072,0.0030465259280321177,0.21635230925592325
3573,DHRS7B,0.015201955202426003,-0.02085873280692363,0.14668216196787662
3574,WSB1,0.026615078943546148,0.10513282594639473,0.3299645758531425
3575,RCVRN,0.012412014674150419,-0.16363396786897444,-0.0038860994137609986
3576,MYH1,0.0060567354251787105,-0.11525423939936386,0.09814507200610981
3578,MYH3,0.01621892759468756,-0.07088493292060205,0.06644813689527258
3579,NAT9,0.011151521488433791,-0.27532584815725514,-0.04615057258816746
3580,TMEM104,0.016039395767795818,-0.09734041258051351,0.030398805086603226
3581,VTN,0.01525924360014467,-0.09150211271782394,0.10677764674696583
3582,TNFAIP1,0.009979149693276063,-0.20208423393751418,-0.02839410521394768
3583,IFT20,0.013274970478220923,-0.11397807687055694,0.04559702984789524
3584,TMEM97,0.02188927591003383,0.01007605450902238,0.23706638636681912
3585,CDR2L,0.010957835560916052,-0.13369497589895896,0.06142658818034201
3586,PMP22,0.01373737876431522,-0.07017296020605612,0.0703635182585037
3587,FOXN1,0.01582602901572738,-0.1597593376259694,0.022752950701816512
3588,UNC119,0.022516549721544148,-0.15565140721822623,0.06184716769755186
3589,ALDOC,0.026593105123788683,-0.0644072520912895,0.09278890641567848
3590,SUPT6H,0.1359805184839297,-0.015253115658338645,0.12047065592243919
3591,RAB34,0.01785470260525235,-0.13479746167436324,0.009004082358329805
3592,RAB34,0.017995254809428776,-0.14373058635632963,0.0329606412650655
3593,PHF12,0.08128301306008012,0.03889063950201144,0.25247171990940664
3594,PHOX2B,0.02220603793360643,-0.047132835587539335,0.1399586886966476
3595,TMEM33,0.019808841695359933,-0.06073803814058221,0.09581990423992483
3596,GABRA4,0.012973109408101573,-0.14090448017510226,0.04358428587685935
3597,GNRHR,0.009057581565437787,-0.05843663656400788,0.12894750947449649
3598,SLAIN2,0.010695690576960891,-0.12236009968546813,0.09425083526793596
3599,OCIAD1,0.0241452343372332,-0.1828570521384043,-0.08600564129355694
3601,CWH43,0.01668575459921839,-0.12281993026294491,-0.01033910805405876
3602,DCUN1D4,0.03269127195793455,-0.029246158287450807,0.11930617739994476
3603,USP46,0.013004141815643333,-0.1828118489972015,0.040492635406383856
3604,SULT1E1,0.014905286625117262,-0.0420930528015242,0.10050279889167534
3605,ODAM,0.006705269437333519,-0.06698428720348071,0.09924924957143445
3606,SMR3A,0.025684754394119016,0.06389226412821014,0.2712872334235806
3607,CHIC2,0.015126825998537409,-0.0705527047295238,0.10529195936618563
3608,NMU,0.01015575468139667,0.04047411496875586,0.23277987490112884
3609,CRACD,0.020721631238247485,-0.04023999566100378,0.11404578431456006
3610,LAMTOR3,0.08950546857077825,0.05643001349230736,0.2554465066289396
3611,PF4V1,0.011965694938249952,-0.21050866919711209,-0.07645804650159115
3612,NFKB1,0.018340036017266324,-0.04702179302688991,0.20880161659153537
3613,AREG,0.014918110653039347,-0.19772472661008456,-0.03922337946392133
3614,MANBA,0.010889279837542601,-0.10938321333395962,0.07718568604916808
3615,UBE2D3,0.20691075242885912,-0.07830997724870659,0.06241176139323913
3616,MAPK10,0.011269023944439092,-0.14730527660572035,0.03432293572736344
3617,ELF2,0.02626173690686419,-0.1408073359181239,-0.03563665985993417
3618,NDUFC1,0.06269695346065939,-0.07004455355225336,0.1458594903286728
3619,UCP1,0.006523239018013358,-0.09682199977656669,0.11774564183125757
3620,TBC1D9,0.010908834967978865,-0.11240611047023519,0.07867946351613704
3621,ZNF330,0.01869214417589025,-0.06913266194192857,0.10118416431366865
3622,INPP4B,0.007325161614108599,-0.02030689985257017,0.21749131248901965
3623,GAB1,0.03995590176006814,-0.007361225858205422,0.19844515114357025
3624,KLHL2,0.013769354520295535,-0.09159634117927684,0.09914723916132022
3625,IL2,0.007032169203268339,-0.06727911396600783,0.12642589837347673
3626,CPE,0.015509808049370572,-0.08198127042989078,0.02118502302683451
3628,WFS1,0.011778483383415615,-0.22333071914515612,-0.0018396849707625438
3629,ANXA10,0.014303307078383478,-0.06695814140005107,0.08611218430127514
3630,GRPEL1,0.06204382120757854,0.05033433220689809,0.25988390471518047
3631,GAR1,0.027403937060686553,0.05673408884839948,0.2587836780011423
3632,FRG1,0.028966332561208886,-0.0879482901844959,0.09326085895339767
3633,CLCN3,0.013677317063481168,-0.11908423439919025,0.06619027114922715
3634,AADAT,0.011008163607693024,-0.22757081349099306,-0.09751512481380517
3635,GALNT7,0.00785303221113302,-0.03540181733936887,0.1500543647751627
3636,DHX15,0.04986475065273568,-0.06550895776739951,0.0924404594561443
