index,Gene,MSE,r2,pearson_correlation
324,PSMC4,0.051519015456131426,-0.01627799993295942,0.14856653812736123
325,MAN2B2,0.007128080597310884,-0.14913977494319597,0.01872577143005082
326,SLC7A14,0.009122225442721885,-0.1761499407068683,0.01819739976241217
327,CLDN11,0.007525095549277588,-0.16280737363658004,0.08317060248554939
328,SLC25A39,0.01974477439779534,-0.12857595181027204,-0.09944300309347126
329,MVP,0.01346943440466585,-0.16820731076551465,0.06276472044005031
330,NUB1,0.013078352949031882,-0.12739333798090513,0.08874885019214164
331,PGM3,0.09349910645727974,0.011225456332778716,0.25519349884262615
332,RWDD2A,0.011386841196986524,-0.07437756724973332,0.11982640499731709
333,CLK1,0.014775727480158445,-0.2237128527549308,0.0279711295145518
334,POLR3B,0.0893274822746475,0.07854644044787418,0.3470126289176037
335,ANGEL1,0.012005813386955035,-0.18610563310811545,0.022232603182177926
336,RNF14,0.029359919153788164,-0.1033134321267275,0.03040884747685611
337,DNASE1L1,0.014418769876232272,-0.19995794869471673,-0.032230877838287625
338,DDX11,0.11933300664448115,0.03699160720304151,0.2189732403834929
339,HEBP1,0.010050969992113891,-0.18081210450663443,0.16365094972468483
340,GPRC5A,0.01776674111248576,-0.11857982207196338,0.011728880043450208
341,MAMLD1,0.010865309167919274,-0.2006493966704994,-0.04877333162371933
342,CD6,0.0196801424825847,-0.14990666111431805,0.008008454251306243
343,TACC3,0.08298436318455538,-0.10520089330789606,0.01712318465702507
344,UFL1,0.07182349110131235,0.014929478908544791,0.2176108350723905
345,POLA2,0.07157432798297024,-0.010789599250240478,0.16267959371073829
346,ZC3H3,0.020599779374835623,-0.011544703024327418,0.15210537054075537
347,CAPN1,0.019164555085876438,-0.15519881579459516,-0.01142798115931373
348,ACP3,0.02219165897579906,-0.12263800091564159,0.05639973947351733
349,MDH1,0.016087291841592775,-0.20570076486870947,0.018291245946695702
350,SLC30A9,0.062422920327733854,-0.1437542826396121,0.14237318186687364
351,MTMR11,0.014001269819687665,-0.16549116678758913,-0.016394450175906298
352,COX15,0.03509037723230001,0.04796299209462074,0.27916861811050786
353,CCDC88C,0.010070974425221398,-0.10302280605230174,0.10573543559342471
354,YAF2,0.011928361594404541,-0.18038148036280832,-0.022463464474554613
355,ZMYND11,0.022319284259506314,-0.07345019128425712,0.07999563670580749
356,WAS,0.010203073456652702,-0.1306812992886619,0.2647510372389934
357,DPEP1,0.009340523931799717,-0.018632673535329047,0.16733641574869657
358,BID,0.030449662685465072,-0.05366588058757071,0.14531932475144788
359,MATR3,0.042796581668631144,-0.047771286345062114,0.11296533371720842
360,NPC1L1,0.014618867879870318,-0.08134615670564393,0.09178836701276388
361,XYLT2,0.05434278279770907,0.012492771227658017,0.19337000483581734
363,STMN4,0.011476287696993338,-0.17156670826231357,0.02957565254826851
364,NUDCD3,0.04075881109514991,-0.00709831709977804,0.18080285793241876
365,ISL1,0.036223764035351755,-0.07051552840087671,0.037221159655919385
366,CHDH,0.011164740938049896,-0.04614651663778235,0.1680022730847312
367,IL20RA,0.011546062574821117,-0.14715573134896198,0.04288620361258185
368,CLCA1,0.009713782900614813,-0.32020834722713887,-0.14029599349623276
369,CLCA4,0.012566876432877284,-0.16911581535414233,-0.017947039813698676
370,GLT8D1,0.015584138331430967,-0.1477443861410832,0.024296600055996764
371,ATP2C1,0.03430857518582465,0.07336442260464804,0.28796492920873473
372,IGF1,0.00921075805034513,-0.11393086678808251,0.06982661222617208
373,SLC38A5,0.01422866657670214,-0.015025255560737971,0.20724022358572095
374,RALBP1,0.01985138924655357,-0.16265828842159458,0.01986974976726424
375,RUFY3,0.010673424379986545,-0.18828350465810972,-0.0026675478532533587
376,CNTN1,0.014493378812428643,-0.10991080643430262,0.013876119993192635
377,SLC11A1,0.012653933361558187,-0.17581255663197415,0.048422261972102004
378,WWTR1,0.06412364330325077,0.1758163034379291,0.4351750049712065
379,AGPS,0.017469919111529394,0.1252127461328384,0.3604008993775006
380,STEEP1,0.07758421207008437,-0.050603070444642295,0.13045844082721414
381,ATP1A2,0.012183432584950634,-0.05835368267467955,0.09074407455758776
382,TTC27,0.11652508719588339,0.01631514903443243,0.19183956502891739
383,ZNF582,0.01477024447926723,-0.08961162838185466,0.03413383024550657
384,VSIG2,0.00839021137495786,-0.09897826207977967,0.09181666503018837
385,PHLDB1,0.011955087797667848,-0.11099539398354619,0.07130841283181842
386,MARCO,0.010917594813549002,-0.2333011957693114,-0.0945399290961665
387,CYP24A1,0.00963919184587251,-0.0728587618173091,0.08118033162281146
388,PRDM11,0.014612814704322168,-0.12060323103186033,0.04776073574675686
389,SYT13,0.011291384987328883,-0.14038952439372143,0.04761361545509759
390,SNAI2,0.04325813605560233,0.07056095998132117,0.28969240982065175
391,CD74,0.010971728718496089,-0.2842886743223505,-0.1375410911370564
392,HGF,0.016649578054248274,-0.09498737225073506,0.045649274756353705
393,ZRANB1,0.017174628614439892,-0.17688888972885408,0.05733290842597694
394,NCDN,0.018525392667075966,-0.23536931622689816,0.020572148396291245
395,ADGRA2,0.013824190353267953,-0.13676818287570658,0.05233299448209715
396,ZFP64,0.013146356490166284,-0.13819697793413943,0.017731499423806286
397,MNAT1,0.07135916596819196,0.05521578159596552,0.25841866936908175
398,SAMD4A,0.024655687364649546,-0.10267713929867583,0.04796751542110674
399,RUNX3,0.020549561078134153,-0.005832907946319965,0.1817754479442454
400,MRE11,0.06861347069127088,-0.05375064822544173,0.1670708515613785
401,PLEKHB1,0.014033258002862077,-0.16250454061985864,0.059450491310844296
